Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2022-000832;29/08/2022;Privato-0192;Privato;Frutta;Cachi;Agosto;8;2022;30; 3,84 € ;kg;5;19,2;19,2;20%;5;28,04;Differita;30/08/2022;94;01/12/2022
2022-000836;21/05/2022;RagSoc-0058;RagSoc;Cereali;Grano duro;Giugno;6;2022;14; 300,95 € ;t;4;1203,8;3821,66;20%;2;4587,992;Differita;14/06/2022;26;16/06/2022
2022-000836;02/06/2022;Privato-0359;Privato;Cereali;Miglio;Giugno;6;2022;4; 322,65 € ;t;8;2581,2;3821,66;20%;45;4630,992;Differita;04/06/2022;69;10/08/2022
2022-000836;29/08/2022;Privato-0776;Privato;Frutta;Pere;Agosto;8;2022;29; 2,82 € ;kg;13;36,66;3821,66;20%;7;4592,992;Immediata;29/08/2022;0;29/08/2022
2022-000837;08/06/2022;RagSoc-0092;RagSoc;Cereali;Grano duro;Giugno;6;2022;13; 300,95 € ;t;17;5116,15;5116,15;20%;19;6158,38;Differita;13/06/2022;46;24/07/2022
2022-000838;01/06/2022;Privato-0795;Privato;Cereali;Sorgo;Giugno;6;2022;6; 329,91 € ;t;10;3299,1;3299,1;20%;2;3960,92;Differita;06/06/2022;80;20/08/2022
2022-000839;07/06/2022;Privato-0570;Privato;Cereali;Segale;Giugno;6;2022;15; 334,75 € ;t;11;3682,25;3748,89;20%;10;4508,668;Differita;15/06/2022;29;06/07/2022
2022-000839;21/05/2022;Privato-0408;Privato;Frutta;Pesche;Maggio;5;2022;28; 4,76 € ;kg;14;66,64;3748,89;20%;13;4511,668;Differita;28/05/2022;55;15/07/2022
2022-000841;01/08/2022;Privato-0269;Privato;Frutta in guscio;Anacardi;Agosto;8;2022;1; 7,86 € ;kg;18;141,48;4864,64;20%;0;5837,568;Immediata;01/08/2022;0;01/08/2022
2022-000841;15/08/2022;Privato-0051;Privato;Frutta;Pere;Agosto;8;2022;15; 2,82 € ;kg;13;36,66;4864,64;20%;0;5837,568;Immediata;15/08/2022;0;15/08/2022
2022-000841;18/06/2022;Privato-0451;Privato;Cereali;Segale;Giugno;6;2022;18; 334,75 € ;t;14;4686,5;4864,64;20%;5;5842,568;Immediata;18/06/2022;0;18/06/2022
2022-000842;06/09/2022;Privato-0331;Privato;Ortaggi;Cavolfiori;Settembre;9;2022;6; 23,94 € ;kg;15;359,1;360,7;20%;0;432,84;Immediata;06/09/2022;0;06/09/2022
2022-000842;02/04/2022;Privato-0559;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2022;4; 0,80 € ;Confezione;2;1,6;360,7;20%;5;437,84;Differita;04/04/2022;95;06/07/2022
2022-000843;09/04/2022;RagSoc-0105;RagSoc;Ortaggi;Zucche;Aprile;4;2022;15; 17,06 € ;kg;12;204,72;204,72;20%;1;246,664;Differita;15/04/2022;11;20/04/2022
2022-000846;07/09/2022;Privato-0138;Privato;Cereali;Mais;Settembre;9;2022;7; 293,38 € ;t;5;1466,9;1466,9;20%;29;1789,28;Immediata;07/09/2022;0;07/09/2022
2022-000847;31/03/2022;Privato-0282;Privato;Legumi;Piselli;Aprile;4;2022;5; 64,88 € ;q;19;1232,72;1346,18;20%;31;1646,416;Differita;05/04/2022;43;13/05/2022
2022-000847;24/04/2022;Privato-0273;Privato;Spezie piante aromatiche;Origano;Aprile;4;2022;27; 1,04 € ;Confezione;15;15,6;1346,18;20%;3;1618,416;Differita;27/04/2022;2;26/04/2022
2022-000847;09/03/2022;RagSoc-0097;RagSoc;Ortaggi;Lattuga;Aprile;4;2022;9; 13,98 € ;kg;7;97,86;1346,18;20%;5;1620,416;Differita;09/04/2022;57;05/05/2022
2022-000848;26/12/2022;Privato-0079;Privato;Altre piante;Piante d'arredo;Annuale;1;2023;8; 32,01 € ;Pezzo;6;192,06;192,06;20%;13;243,472;Differita;08/01/2023;83;19/03/2023
2022-000849;20/04/2022;Privato-0680;Privato;Ortaggi;Spinaci;Aprile;4;2022;23; 5,04 € ;kg;19;95,76;95,76;20%;36;150,912;Differita;23/04/2022;47;06/06/2022
2022-000850;03/04/2022;Privato-0256;Privato;Ortaggi;Peperoni;Aprile;4;2022;3; 2,39 € ;kg;15;35,85;35,85;20%;10;53,02;Immediata;03/04/2022;0;03/04/2022
2022-000854;30/01/2022;Privato-0379;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2022;30; 1,36 € ;Confezione;12;16,32;290,81;20%;6;354,972;Immediata;30/01/2022;0;30/01/2022
2022-000854;03/04/2022;Privato-0209;Privato;Ortaggi;Pomodori;Aprile;4;2022;6; 2,32 € ;kg;12;27,84;290,81;20%;3;351,972;Differita;06/04/2022;21;24/04/2022
2022-000854;06/05/2022;Privato-0736;Privato;Frutta;Ciliegie;Maggio;5;2022;11; 1,78 € ;kg;14;24,92;290,81;20%;32;380,972;Differita;11/05/2022;112;26/08/2022
2022-000854;04/04/2022;Privato-0074;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2022;4; 1,31 € ;Confezione;3;3,93;290,81;20%;6;354,972;Immediata;04/04/2022;0;04/04/2022
2022-000854;02/09/2022;RagSoc-0038;RagSoc;Ortaggi;Patate;Settembre;9;2022;10; 19,80 € ;kg;11;217,8;290,81;20%;4;352,972;Differita;10/09/2022;58;30/10/2022
2022-000856;07/09/2022;Privato-0382;Privato;Ulivi;Olive da tavola;Settembre;9;2022;11; 94,99 € ;q;11;1044,9;1044,9;20%;23;1276,88;Differita;11/09/2022;12;19/09/2022
2022-000857;20/04/2022;Privato-0379;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2022;21; 1,31 € ;Confezione;8;10,48;10,48;20%;27;39,576;Differita;21/04/2022;110;08/08/2022
2022-000858;15/04/2022;Privato-0526;Privato;Ortaggi;Angurie;Aprile;4;2022;17; 20,72 € ;kg;14;290,08;301,6;20%;7;368,92;Differita;17/04/2022;118;11/08/2022
2022-000858;11/08/2022;Privato-0198;Privato;Frutta;Cachi;Agosto;8;2022;15; 3,84 € ;kg;3;11,52;301,6;20%;6;367,92;Differita;15/08/2022;35;15/09/2022
2022-000860;06/01/2022;Privato-0341;Privato;Altre piante;Piante per l'industria;Annuale;1;2022;9; 37,73 € ;Pezzo;9;339,57;345,81;20%;0;414,972;Differita;09/01/2022;85;01/04/2022
2022-000860;22/04/2022;Privato-0361;Privato;Spezie piante aromatiche;Origano;Aprile;4;2022;29; 1,04 € ;Confezione;6;6,24;345,81;20%;44;458,972;Differita;29/04/2022;54;15/06/2022
2022-000861;30/09/2022;Privato-0338;Privato;Ulivi;Olive per frantoio;Settembre;9;2022;30; 105,48 € ;q;13;1371,263636;2031,483636;20%;1;2438,780364;Immediata;30/09/2022;0;30/09/2022
2022-000861;25/03/2022;RagSoc-0055;RagSoc;Legumi;Fagioli;Aprile;4;2022;29; 60,02 € ;q;11;660,22;2031,483636;20%;3;2440,780364;Differita;29/04/2022;111;14/07/2022
2022-000862;18/08/2022;Privato-0372;Privato;Frutta;Mele cotogne;Agosto;8;2022;25; 0,90 € ;kg;12;10,8;10,8;20%;2;14,96;Differita;25/08/2022;64;21/10/2022
2022-000865;07/04/2022;Privato-0453;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2022;12; 1,31 € ;Confezione;5;6,55;6,55;20%;13;20,86;Differita;12/04/2022;30;07/05/2022
2022-000866;07/04/2022;Privato-0565;Privato;Ortaggi;Fagiolini;Aprile;4;2022;28; 10,16 € ;kg;19;193,04;193,04;20%;42;273,648;Differita;28/04/2022;24;01/05/2022
2022-000868;26/08/2022;Privato-0179;Privato;Viti;Uva per vinificazione;Settembre;9;2022;3; 33,74 € ;q;6;202,44;1500,04;20%;59;1859,048;Differita;03/09/2022;43;08/10/2022
2022-000868;27/04/2022;Privato-0270;Privato;Legumi;Piselli;Aprile;4;2022;30; 64,88 € ;q;20;1297,6;1500,04;20%;16;1816,048;Differita;30/04/2022;13;10/05/2022
2022-000869;13/08/2022;RagSoc-0047;RagSoc;Ortaggi;Sedano;Settembre;9;2022;15; 8,57 € ;kg;4;34,28;34,28;20%;24;65,136;Differita;15/09/2022;77;29/10/2022
2022-000870;12/04/2022;Privato-0173;Privato;Ortaggi;Lattuga;Aprile;4;2022;12; 13,98 € ;kg;3;41,94;41,94;20%;4;54,328;Immediata;12/04/2022;0;12/04/2022
2022-000872;31/03/2022;Privato-0329;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2022;1; 1,48 € ;Confezione;3;4,44;4,44;20%;1;6,328;Differita;01/04/2022;8;08/04/2022
2022-000873;16/06/2022;Privato-0364;Privato;Cereali;Segale;Giugno;6;2022;16; 334,75 € ;t;4;1339;1339;20%;22;1628,8;Immediata;16/06/2022;0;16/06/2022
2022-000874;07/08/2022;Privato-0490;Privato;Frutta in guscio;Nocciole;Agosto;8;2022;7; 4,39 € ;kg;12;52,68;52,68;20%;5;68,216;Immediata;07/08/2022;0;07/08/2022
2022-000875;02/04/2022;Privato-0280;Privato;Legumi;Lenticchie;Aprile;4;2022;2; 113,58 € ;q;3;340,74;340,74;20%;37;445,888;Immediata;02/04/2022;0;02/04/2022
2022-000877;17/07/2022;RagSoc-0095;RagSoc;Ortaggi;Finocchi;Settembre;9;2022;5; 14,06 € ;kg;18;253,08;419,97;20%;32;535,964;Differita;05/09/2022;10;27/07/2022
2022-000877;23/04/2022;Privato-0106;Privato;Ortaggi;Carote;Aprile;4;2022;26; 8,25 € ;kg;13;107,25;419,97;20%;12;515,964;Differita;26/04/2022;60;22/06/2022
2022-000877;23/05/2022;Privato-0342;Privato;Frutta;Prugne;Maggio;5;2022;26; 4,26 € ;kg;14;59,64;419,97;20%;13;516,964;Differita;26/05/2022;114;14/09/2022
2022-000880;17/08/2022;Privato-0499;Privato;Cereali;Mais;Settembre;9;2022;3; 293,38 € ;t;12;3520,56;3520,56;20%;0;4224,672;Differita;03/09/2022;55;11/10/2022
2022-000882;14/04/2022;Privato-0486;Privato;Legumi;Piselli;Aprile;4;2022;29; 64,88 € ;q;7;454,16;907,11;20%;3;1091,532;Differita;29/04/2022;56;09/06/2022
2022-000882;11/08/2022;RagSoc-0050;RagSoc;Frutta;Cachi;Agosto;8;2022;22; 3,84 € ;kg;14;53,76;907,11;20%;8;1096,532;Differita;22/08/2022;9;20/08/2022
2022-000882;22/07/2022;RagSoc-0033;RagSoc;Frutta in guscio;Pistacchi;Agosto;8;2022;24; 3,61 € ;kg;19;68,59;907,11;20%;0;1088,532;Differita;24/08/2022;0;22/07/2022
2022-000882;21/04/2022;Privato-0353;Privato;Ortaggi;Zucchine;Aprile;4;2022;26; 22,04 € ;kg;15;330,6;907,11;20%;2;1090,532;Differita;26/04/2022;40;31/05/2022
2022-000886;19/09/2022;RagSoc-0116;RagSoc;Ortaggi;Cavolfiori;Settembre;9;2022;25; 23,94 € ;kg;19;454,86;454,86;20%;4;549,832;Differita;25/09/2022;72;30/11/2022
2022-000887;09/08/2022;Privato-0154;Privato;Frutta in guscio;Castagne;Agosto;8;2022;9; 2,87 € ;kg;1;2,87;2,87;20%;6;9,444;Immediata;09/08/2022;0;09/08/2022
2022-000888;05/01/2022;RagSoc-0056;RagSoc;Erbe officinali;Erbe diverse;Annuale;1;2022;17; 62,14 € ;kg;15;932,1;932,1;20%;34;1152,52;Differita;17/01/2022;44;18/02/2022
2022-000889;23/05/2022;Privato-0498;Privato;Frutta;Pesche;Maggio;5;2022;23; 4,76 € ;kg;14;66,64;320,85;20%;26;411,02;Immediata;23/05/2022;0;23/05/2022
2022-000889;30/08/2022;Privato-0573;Privato;Ortaggi;Cavoli;Settembre;9;2022;3; 23,11 € ;kg;11;254,21;320,85;20%;1;386,02;Differita;03/09/2022;75;13/11/2022
2022-000894;11/05/2022;Privato-0648;Privato;Frutta;Pesche;Maggio;5;2022;11; 4,76 € ;kg;4;19,04;19,04;20%;2;24,848;Immediata;11/05/2022;0;11/05/2022
2022-000895;18/09/2022;Privato-0731;Privato;Cereali;Farro;Settembre;9;2022;25; 318,14 € ;t;10;3181,4;3181,4;20%;5;3822,68;Differita;25/09/2022;1;19/09/2022
2022-000896;01/01/2022;Privato-0180;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2022;7; 1,36 € ;Confezione;3;4,08;136,74;20%;1;165,088;Differita;07/01/2022;59;01/03/2022
2022-000896;29/08/2022;Privato-0479;Privato;Frutta in guscio;Noci;Agosto;8;2022;29; 7,37 € ;kg;18;132,66;136,74;20%;49;213,088;Immediata;29/08/2022;0;29/08/2022
2022-000899;09/09/2022;Privato-0281;Privato;Ortaggi;Patate;Settembre;9;2022;9; 19,80 € ;kg;1;19,8;2883,06;20%;0;3459,672;Immediata;09/09/2022;0;09/09/2022
2022-000899;23/08/2022;Privato-0546;Privato;Cereali;Farro;Settembre;9;2022;8; 318,14 € ;t;9;2863,26;2883,06;20%;16;3475,672;Differita;08/09/2022;16;08/09/2022
2022-000901;26/08/2022;RagSoc-0103;RagSoc;Ortaggi;Patate;Settembre;9;2022;29; 19,80 € ;kg;8;158,4;4672,65;20%;0;5607,18;Differita;29/09/2022;35;30/09/2022
2022-000901;02/06/2022;Privato-0266;Privato;Cereali;Grano duro;Giugno;6;2022;11; 300,95 € ;t;15;4514,25;4672,65;20%;1;5608,18;Differita;11/06/2022;84;25/08/2022
2022-000902;30/08/2022;Privato-0708;Privato;Frutta in guscio;Noci;Agosto;8;2022;30; 7,37 € ;kg;15;110,55;110,55;20%;1;133,66;Immediata;30/08/2022;0;30/08/2022
2022-000903;03/09/2022;Privato-0178;Privato;Cereali;Orzo;Settembre;9;2022;3; 316,64 € ;t;10;3166,4;3207,84;20%;5;3854,408;Immediata;03/09/2022;0;03/09/2022
2022-000903;08/04/2022;RagSoc-0075;RagSoc;Ortaggi;Angurie;Aprile;4;2022;26; 20,72 € ;kg;2;41,44;3207,84;20%;18;3867,408;Differita;26/04/2022;65;12/06/2022
2022-000905;30/05/2022;Privato-0127;Privato;Frutta;Prugne;Maggio;5;2022;30; 4,26 € ;kg;16;68,16;205,5;20%;24;270,6;Immediata;30/05/2022;0;30/05/2022
2022-000905;15/02/2022;RagSoc-0057;RagSoc;Ortaggi;Cicoria;Aprile;4;2022;15; 19,62 € ;kg;7;137,34;205,5;20%;58;304,6;Differita;15/04/2022;94;20/05/2022
2022-000910;05/04/2022;Privato-0754;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2022;7; 1,14 € ;Confezione;5;5,7;5,7;20%;7;13,84;Differita;07/04/2022;13;18/04/2022
2022-000914;01/04/2022;Privato-0427;Privato;Ortaggi;Spinaci;Aprile;4;2022;4; 5,04 € ;kg;19;95,76;95,76;20%;0;114,912;Differita;04/04/2022;88;28/06/2022
2022-000916;09/09/2022;RagSoc-0093;RagSoc;Ulivi;Olive da tavola;Settembre;9;2022;19; 94,99 € ;q;3;284,9727273;437,9527273;20%;4;529,5432727;Differita;19/09/2022;12;21/09/2022
2022-000916;15/08/2022;Privato-0281;Privato;Frutta in guscio;Mandorle;Agosto;8;2022;15; 7,45 € ;kg;18;134,1;437,9527273;20%;3;528,5432727;Immediata;15/08/2022;0;15/08/2022
2022-000916;06/05/2022;Privato-0514;Privato;Frutti di bosco;Lamponi;Maggio;5;2022;7; 4,72 € ;kg;4;18,88;437,9527273;20%;39;564,5432727;Differita;07/05/2022;85;30/07/2022
2022-000917;12/04/2022;Privato-0571;Privato;Ortaggi;Cetrioli;Aprile;4;2022;12; 12,08 € ;kg;10;120,8;1256,6;20%;13;1520,92;Immediata;12/04/2022;0;12/04/2022
2022-000917;03/04/2022;Privato-0236;Privato;Legumi;Lenticchie;Aprile;4;2022;6; 113,58 € ;q;10;1135,8;1256,6;20%;3;1510,92;Differita;06/04/2022;89;01/07/2022
2022-000918;30/03/2022;Privato-0051;Privato;Legumi;Fagioli;Aprile;4;2022;4; 60,02 € ;q;3;180,06;180,06;20%;6;222,072;Differita;04/04/2022;70;08/06/2022
2022-000922;20/01/2022;Privato-0529;Privato;Altre piante;Piante d'arredo;Annuale;1;2022;26; 32,01 € ;Pezzo;19;608,19;608,19;20%;13;742,828;Differita;26/01/2022;114;14/05/2022
2022-000924;27/03/2022;RagSoc-0038;RagSoc;Frutta;Prugne;Maggio;5;2022;22; 4,26 € ;kg;9;38,34;193,2;20%;31;262,84;Differita;22/05/2022;85;20/06/2022
2022-000924;15/04/2022;Privato-0713;Privato;Ortaggi;Peperoni;Aprile;4;2022;18; 2,39 € ;kg;18;43,02;193,2;20%;23;254,84;Differita;18/04/2022;55;09/06/2022
2022-000924;15/04/2022;Privato-0634;Privato;Ortaggi;Lattuga;Aprile;4;2022;15; 13,98 € ;kg;8;111,84;193,2;20%;8;239,84;Immediata;15/04/2022;0;15/04/2022
2022-000926;05/09/2022;Privato-0457;Privato;Ortaggi;Patate;Settembre;9;2022;5; 19,80 € ;kg;18;356,4;372,67;20%;24;471,204;Immediata;05/09/2022;0;05/09/2022
2022-000926;09/04/2022;Privato-0538;Privato;Spezie piante aromatiche;Menta;Aprile;4;2022;9; 0,55 € ;Confezione;5;2,75;372,67;20%;20;467,204;Immediata;09/04/2022;0;09/04/2022
2022-000926;09/03/2022;RagSoc-0101;RagSoc;Spezie piante aromatiche;Origano;Aprile;4;2022;8; 1,04 € ;Confezione;13;13,52;372,67;20%;3;450,204;Differita;08/04/2022;118;05/07/2022
2022-000927;09/04/2022;Privato-0667;Privato;Legumi;Fave;Aprile;4;2022;9; 117,01 € ;q;20;2340,2;2340,2;20%;15;2823,24;Immediata;09/04/2022;0;09/04/2022
2022-000930;26/08/2022;Privato-0682;Privato;Frutta in guscio;Anacardi;Agosto;8;2022;29; 7,86 € ;kg;13;102,18;102,18;20%;2;124,616;Differita;29/08/2022;38;03/10/2022
2022-000932;13/07/2022;RagSoc-0012;RagSoc;Frutta in guscio;Semi girasole;Agosto;8;2022;9; 3,98 € ;kg;16;63,68;63,68;20%;5;81,416;Differita;09/08/2022;99;20/10/2022
2022-000933;11/09/2022;Privato-0298;Privato;Ortaggi;Finocchi;Settembre;9;2022;14; 14,06 € ;kg;20;281,2;612,72;20%;8;743,264;Differita;14/09/2022;42;23/10/2022
2022-000933;13/04/2022;Privato-0178;Privato;Ortaggi;Angurie;Aprile;4;2022;14; 20,72 € ;kg;16;331,52;612,72;20%;59;794,264;Differita;14/04/2022;20;03/05/2022
2022-000934;29/09/2022;Privato-0299;Privato;Ulivi;Olive per frantoio;Settembre;9;2022;29; 105,48 € ;q;3;316,4454545;316,4454545;20%;14;393,7345455;Immediata;29/09/2022;0;29/09/2022
2022-000938;18/08/2022;Privato-0227;Privato;Frutta in guscio;Nocciole;Agosto;8;2022;18; 4,39 € ;kg;5;21,95;21,95;20%;59;85,34;Immediata;18/08/2022;0;18/08/2022
2022-000939;23/09/2022;Privato-0218;Privato;Cereali;Orzo;Settembre;9;2022;28; 316,64 € ;t;7;2216,48;5731,14;20%;18;6895,368;Differita;28/09/2022;82;14/12/2022
2022-000939;18/04/2022;RagSoc-0010;RagSoc;Ortaggi;Spinaci;Aprile;4;2022;18; 5,04 € ;kg;3;15,12;5731,14;20%;5;6882,368;Immediata;18/04/2022;0;18/04/2022
2022-000939;25/08/2022;Privato-0484;Privato;Cereali;Farro;Settembre;9;2022;5; 318,14 € ;t;11;3499,54;5731,14;20%;1;6878,368;Differita;05/09/2022;96;29/11/2022
2022-000943;13/05/2022;Privato-0388;Privato;Frutta;Fragole;Maggio;5;2022;13; 4,94 € ;kg;17;83,98;83,98;20%;1;101,776;Immediata;13/05/2022;0;13/05/2022
2022-000944;08/12/2022;RagSoc-0103;RagSoc;Altre piante;Piante d'arredo;Annuale;1;2023;27; 32,01 € ;Pezzo;18;576,18;576,18;20%;2;693,416;Differita;27/01/2023;96;14/03/2023
2022-000945;26/04/2022;RagSoc-0111;RagSoc;Frutta;Mele;Maggio;5;2022;15; 0,95 € ;kg;4;3,8;3,8;20%;14;18,56;Differita;15/05/2022;63;28/06/2022
2022-000946;22/03/2022;RagSoc-0053;RagSoc;Ortaggi;Spinaci;Aprile;4;2022;30; 5,04 € ;kg;13;65,52;76,52;20%;0;91,824;Differita;30/04/2022;21;12/04/2022
2022-000946;25/04/2022;Privato-0256;Privato;Spezie piante aromatiche;Menta;Aprile;4;2022;26; 0,55 € ;Confezione;20;11;76,52;20%;0;91,824;Differita;26/04/2022;53;17/06/2022
2022-000947;01/10/2022;Privato-0353;Privato;Ortaggi;Sedano;Settembre;9;2022;31; 8,57 € ;kg;6;51,42;478,54;20%;34;608,248;Immediata;01/10/2022;0;01/10/2022
2022-000947;02/09/2022;Privato-0616;Privato;Viti;Uva da tavola;Settembre;9;2022;3; 22,48 € ;q;19;427,12;478,54;20%;1;575,248;Differita;03/09/2022;100;11/12/2022
2022-000950;23/04/2022;Privato-0325;Privato;Ortaggi;Fagiolini;Aprile;4;2022;24; 10,16 € ;kg;15;152,4;155,68;20%;19;205,816;Differita;24/04/2022;18;11/05/2022
2022-000950;25/06/2022;RagSoc-0109;RagSoc;Frutta;Melograno;Agosto;8;2022;19; 3,28 € ;kg;1;3,28;155,68;20%;31;217,816;Differita;19/08/2022;22;17/07/2022
2022-000951;23/08/2022;Privato-0249;Privato;Frutta in guscio;Anacardi;Agosto;8;2022;24; 7,86 € ;kg;18;141,48;141,48;20%;0;169,776;Differita;24/08/2022;96;27/11/2022
2022-000953;11/08/2022;Privato-0709;Privato;Frutta in guscio;Castagne;Agosto;8;2022;11; 2,87 € ;kg;5;14,35;14,35;20%;12;29,22;Immediata;11/08/2022;0;11/08/2022
2022-000958;13/06/2022;Privato-0794;Privato;Cereali;Sorgo;Giugno;6;2022;13; 329,91 € ;t;1;329,91;6927,19;20%;26;8338,628;Immediata;13/06/2022;0;13/06/2022
2022-000958;03/09/2022;Privato-0572;Privato;Cereali;Orzo;Settembre;9;2022;13; 316,64 € ;t;20;6332,8;6927,19;20%;2;8314,628;Differita;13/09/2022;100;12/12/2022
2022-000958;20/03/2022;RagSoc-0105;RagSoc;Ortaggi;Zucchine;Aprile;4;2022;29; 22,04 € ;kg;12;264,48;6927,19;20%;4;8316,628;Differita;29/04/2022;8;28/03/2022
2022-000960;20/04/2022;Privato-0541;Privato;Spezie piante aromatiche;Origano;Aprile;4;2022;20; 1,04 € ;Confezione;18;18,72;18,72;20%;29;51,464;Immediata;20/04/2022;0;20/04/2022
2022-000961;25/02/2022;RagSoc-0093;RagSoc;Ortaggi;Zucche;Aprile;4;2022;5; 17,06 € ;kg;20;341,2;351,84;20%;4;426,208;Differita;05/04/2022;101;06/06/2022
2022-000961;12/05/2022;Privato-0356;Privato;Frutti di bosco;Ribes;Maggio;5;2022;22; 1,52 € ;kg;7;10,64;351,84;20%;5;427,208;Differita;22/05/2022;97;17/08/2022
2022-000962;21/08/2022;RagSoc-0088;RagSoc;Frutta in guscio;Pistacchi;Agosto;8;2022;25; 3,61 € ;kg;13;46,93;46,93;20%;4;60,316;Differita;25/08/2022;27;17/09/2022
2022-000967;19/04/2022;Privato-0189;Privato;Ortaggi;Peperoni;Aprile;4;2022;24; 2,39 € ;kg;2;4,78;4,78;20%;17;22,736;Differita;24/04/2022;95;23/07/2022
2022-000968;14/04/2022;Privato-0490;Privato;Legumi;Fave;Aprile;4;2022;16; 117,01 € ;q;17;1989,17;1989,17;20%;11;2398,004;Differita;16/04/2022;97;20/07/2022
2022-000969;22/09/2022;Privato-0591;Privato;Ulivi;Olive per frantoio;Settembre;9;2022;22; 105,48 € ;q;10;1054,818182;1054,818182;20%;5;1270,781818;Immediata;22/09/2022;0;22/09/2022
2022-000970;05/03/2022;RagSoc-0039;RagSoc;Legumi;Lenticchie;Aprile;4;2022;7; 113,58 € ;q;1;113,58;1063,489091;20%;4;1280,186909;Differita;07/04/2022;17;22/03/2022
2022-000970;08/09/2022;Privato-0370;Privato;Ulivi;Olive da tavola;Settembre;9;2022;10; 94,99 € ;q;10;949,9090909;1063,489091;20%;5;1281,186909;Differita;10/09/2022;100;17/12/2022
2022-000971;07/04/2022;Privato-0360;Privato;Legumi;Piselli;Aprile;4;2022;12; 64,88 € ;q;11;713,68;713,68;20%;59;915,416;Differita;12/04/2022;28;05/05/2022
2022-000974;24/08/2022;Privato-0508;Privato;Ortaggi;Cavolfiori;Settembre;9;2022;10; 23,94 € ;kg;20;478,8;478,8;20%;0;574,56;Differita;10/09/2022;3;27/08/2022
2022-000975;17/06/2022;Privato-0444;Privato;Cereali;Segale;Giugno;6;2022;18; 334,75 € ;t;2;669,5;701,07;20%;25;866,284;Differita;18/06/2022;106;01/10/2022
2022-000975;12/08/2022;Privato-0755;Privato;Frutta in guscio;Castagne;Agosto;8;2022;14; 2,87 € ;kg;11;31,57;701,07;20%;4;845,284;Differita;14/08/2022;90;10/11/2022
2022-000978;03/08/2022;Privato-0736;Privato;Frutta in guscio;Pistacchi;Agosto;8;2022;3; 3,61 € ;kg;18;64,98;1571,855455;20%;3;1889,226545;Immediata;03/08/2022;0;03/08/2022
2022-000978;30/08/2022;Privato-0287;Privato;Ulivi;Olive per frantoio;Settembre;9;2022;19; 105,48 € ;q;14;1476,745455;1571,855455;20%;58;1944,226545;Differita;19/09/2022;19;18/09/2022
2022-000978;20/04/2022;Privato-0716;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2022;30; 1,31 € ;Confezione;12;15,72;1571,855455;20%;29;1915,226545;Differita;30/04/2022;23;13/05/2022
2022-000978;29/04/2022;Privato-0746;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2022;30; 1,31 € ;Confezione;11;14,41;1571,855455;20%;33;1919,226545;Differita;30/04/2022;73;11/07/2022
2022-000980;03/04/2022;RagSoc-0072;RagSoc;Legumi;Fagioli;Aprile;4;2022;26; 60,02 € ;q;9;540,18;847,26;20%;2;1018,712;Differita;26/04/2022;5;08/04/2022
2022-000980;05/04/2022;Privato-0465;Privato;Ortaggi;Zucche;Aprile;4;2022;6; 17,06 € ;kg;18;307,08;847,26;20%;18;1034,712;Differita;06/04/2022;116;30/07/2022
2022-000981;05/09/2022;Privato-0223;Privato;Viti;Uva per vinificazione;Settembre;9;2022;7; 33,74 € ;q;11;371,14;371,14;20%;6;451,368;Differita;07/09/2022;57;01/11/2022
2022-000982;08/01/2022;RagSoc-0069;RagSoc;Altre piante;Alberi e fiori da giardino;Annuale;1;2022;19; 37,71 € ;Pezzo;20;754,2;754,2;20%;4;909,04;Differita;19/01/2022;82;31/03/2022
2022-000985;17/08/2022;Privato-0212;Privato;Frutta in guscio;Noci;Agosto;8;2022;26; 7,37 € ;kg;1;7,37;442,35;20%;13;543,82;Differita;26/08/2022;32;18/09/2022
2022-000985;12/01/2022;Privato-0578;Privato;Erbe officinali;Erbe diverse;Annuale;1;2022;14; 62,14 € ;kg;7;434,98;442,35;20%;4;534,82;Differita;14/01/2022;59;12/03/2022
2022-000986;15/05/2022;Privato-0550;Privato;Frutta;Fragole;Maggio;5;2022;20; 4,94 € ;kg;4;19,76;19,76;20%;45;68,712;Differita;20/05/2022;16;31/05/2022
2022-000987;08/08/2022;RagSoc-0062;RagSoc;Cereali;Orzo;Settembre;9;2022;15; 316,64 € ;t;19;6016,16;6016,16;20%;0;7219,392;Differita;15/09/2022;21;29/08/2022
2022-000988;29/03/2022;RagSoc-0024;RagSoc;Ortaggi;Cicoria;Aprile;4;2022;29; 19,62 € ;kg;14;274,68;317,16;20%;3;383,592;Differita;29/04/2022;31;29/04/2022
